QUEST_20150317_000001	Veuillez sélectionner l'utilisateur nécessitant une mise à jour de quête.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20190802_011118	Vous avez accepté de ne nuire à aucun humain en obtenant mon bâton, et vous avez accepté de{nl}ne modifier en aucune façon le bâton ni le Token de contrat. Les conditions que vous avez{nl}violées sont trop nombreuses pour que je les mentionne toutes.	당신이 제 지팡이를 획득하는 과정에서 인간을 해치지 않는 것과 지팡이와 계약의 증표를 변형해서 사용하지 않겠다는 사항을 위반했죠.{nl}그 뿐만 아니라 당신은 말로 다 지적하기 힘들 정도로 많은 위반을 했습니다.	QUEST_20171128_006438	Vous avez accepté de ne nuire à aucun humain en obtenant mon bâton, et vous avez accepté de{nl}ne modifier en aucune façon le bâton ni le Token de contrat. Les conditions que vous avez{nl}violées sont trop nombreuses pour que je les mentionne toutes.	당신이 제 지팡이를 획득하는 과정에서 인간을 헤치지 않는 것과 지팡이와 계약의 증표를 변형해서 사용하지 않겠다는 사항을 위반했죠.{nl}그 뿐만 아니라 당신은 말로 다 지적하기 힘들 정도로 많은 위반을 했습니다.	아가일라 플러리의 환영체	
QUEST_20190802_011119	Parce que j'ai été imprudent, Boruta est sur le point de semer à nouveau le chaos dans ce monde.{nl}Aidez-nous à l'empêcher de s'échapper.	제 불찰로 보루타가 이 대지를 다시 어지럽히려 합니다.{nl}부디 그대들의 힘으로 그자를 다시 이곳에 묶어주세요.				여신 아우스테야	
QUEST_20190802_011120	Voici les registres de votre guilde.	현재 구원자님이 속한 길드의 기록입니다.				큐폴 카제	
QUEST_20190802_011121	Grâce à votre dévouement, nous avons pu contenir Boruta. Mais je suis sûr qu'il tentera de{nl}s'échapper à nouveau un jour.	그대들의 헌신으로 보루타를 이 곳에 묶어둘 수 있었습니다.{nl}하지만 언젠가 힘을 회복하면 다시 이곳을 벗어나려 하겠죠.				여신 아우스테야	
QUEST_20190802_011122	Espérons que sa haine des déesses et de l'humanité s'arrête ici...	부디 여신과 인간들을 향한 증오가 이곳에서 벗어나지 못하길..				여신 아우스테야	
QUEST_20190802_011123	Si vous m'apportez des Sceaux d'Urbas, je peux vous aider à vous protéger du rugissement de{nl}Boruta. Vous pouvez en utiliser jusqu'à 100 à la fois.	우르바스의 증표를 제게 주시면 절규를 막는데 도움이 되어 드릴 수 있습니다.{nl}최대 100개까지 사용할 수 있습니다.				여신 아우스테야	
QUEST_20190802_011124	Vous avez assez de Sceau d'Urbas. Vous pouvez maintenant combattre Boruta.	우르바스의 증표가 충분히 모였습니다.{nl}이제 보루타와 대적해주세요.				여신 아우스테야	
QUEST_20190802_011125	Veuillez consulter la liste des classes admissibles (les Mergens peuvent recevoir un soutien{nl}supplémentaire distinct).	지원 가능한 클래스를 확인해보세요.(단, 메르겐은 추가 대상자로 적용되어 따로 지원 받으실 수 있습니다.)	QUEST_20190419_010834	Veuillez consulter la liste des classes admissibles.	지원 가능한 클래스를 확인해보세요.	초기화 지원 도우미	
QUEST_20190802_011126	Arbre Épéiste{nl} - Doppelsoeldner, Dragon, Rétiaire, Matador, Barbare, Cataphractaire, Templier, Escrimeur,{nl}Peltaste, Highlander, Hackapell, Hoplite Arbre Mage{nl}- Psychokinésiste, Élémentaliste, Onmyoji Arbre Archer{nl}- Mousquetaire, Mergen, Wugushi, Empenneur Arbre Clerc{nl}- Clerc, Druide, Prêtre	소드맨 계열{nl} - 도펠죌트너, 드라군, 레티아리이, 마타도르, 바바리안, 캐터프랙트, 템플러, 펜서, 펠타스타, 하이랜더, 하카펠, 하플라이트{nl}위저드 계열{nl} - 사이코키노, 엘리멘탈리스트, 음양사{nl}아처 계열{nl} - 머스킷티어, 메르겐(추가), 무고사, 플레쳐{nl}클레릭 계열{nl} - 클레릭, 드루이드, 프리스트	QUEST_20190618_011089	{#003399}Arbre Épéiste{/}{nl}- Matador, Highlander, Nak Muay, Rodelero, Hackapell{nl}{#003399}Arbre Mage{/}{nl}- Mage, Lanceur de runes, Ombremancien, Cryomancien, Bokor, Sage, Démoniste	{#003399}소드맨 계열{/}{nl} - 마타도르, 하이랜더, 낙무아이, 로델레로, 하카펠{nl}{#003399}위저드 계열{/}{nl} - 위저드, 룬캐스터, 섀도우맨서, 크리오맨서, 보코르, 세이지, 워록	초기화 지원 도우미	
QUEST_20190802_011127	{#003399}Astuce 1{/}{nl}Si vous choisissez les {#003399}Points de classe{/}, vous recevez 1 000 points.{nl}{#FF0000}Cependant, les classes de base des arbres reçoivent une compensation sous forme d'objets.{/}{nl}Ex. : si vous avez avancé dans 2 des classes de la liste, vous pouvez choisir entre recevoir des{nl}objets de soutien ou 2 000 Points de changement de classe	{#003399}Tip 1{/}{nl}{#003399}클래스 변경 포인트로 지원 받는다{/}  선택 시{nl} - 해당 되는 클래스 당 1,000 포인트 지급{nl}{#FF0000}단, 각 계열 기초 클래스의 경우 지원 아이템이 제공됩니다.{/}{nl}예시) 자신이 전직한 클래스가 2개 포함되어 있을 경우 지원 아이템 또는 클래스 변경 포인트 2,000 포인트를 획득	QUEST_20190419_010837	{#003399}Astuce 1{/}{nl}Si vous sélectionnez les {#003399}Points de classe{/}, vous recevez 1 000 points.{nl}{#FF0000}Cependant, les classes de base d'arbre reçoivent une compensation sous forme d'objets.{/}{nl}Ex. : si votre build est Barbare-Shinobi-Roublard, vous recevez les objets plus 2 000 points de{nl}classe.	{#003399}Tip 1{/}{nl}{#003399}클래스 변경 포인트로 지원 받는다{/}  선택 시{nl} - 해당 되는 클래스 당 1,000 포인트 지급{nl}{#FF0000}단, 각 계열 기초 클래스의 경우 지원 아이템이 제공됩니다.{/}{nl}예시) 바바리안, 시노비, 로그로 전직한 경우 지원 아이템과 2,000 포인트를 획득	초기화 지원 도우미	
QUEST_20190802_011128	La croissance a certes de la valeur en soi, mais une petite récompense n'a jamais fait de mal à{nl}personne. Apportez-moi vos {#003399}[Événement] Gemmes de croissance{/} et vous aussi vous{nl}comprendrez.{nl}*Les {#003399}[Événement] Gemmes de croissance{/} peuvent être obtenues via l'événement d'Uska.{nl}* Les sauveurs nouveaux et de retour pourront obtenir {#003399}deux fois{/}le nombre d'objets à la boutique{nl}d'échange.	성장은 그 자체로 가치있는 일이지만, 보상이 따른다면 더욱 좋겠지요. {#003399}[이벤트] 성장의 보석{/}을 가져오시면, 이 말을 확인하실 수 있으실겁니다.{nl}*{#003399}[이벤트] 성장의 보석{/}은 우스카의 성장 지원 이벤트에서 획득하실 수 있습니다.{nl}*신규 및 복귀 구원자님께는 상점에서 교환한 아이템을 {#003399}2배 지급{/} 해드립니다.	QUEST_20190419_010842	La croissance a certes de la valeur en soi, mais une petite récompense n'a jamais fait de mal à{nl}personne. Apportez-moi vos {#003399}[Épisode11] Gemmes de croissance{/} et vous aussi vous comprendrez.{nl}*Les {#003399}[Épisode11] Gemmes de croissance{/} peuvent être obtenues via l'événement d'Uska et{nl}l'événement Persistant en croissance.{nl}* Les sauveurs nouveaux et de retour pourront obtenir {#003399}deux fois{/}le nombre d'objets à la boutique{nl}d'échange.	성장은 그 자체로 가치있는 일이지만, 보상이 따른다면 더욱 좋겠지요. {#003399}[Episode11] 성장의 보석{/}을 가져오시면, 이 말을 확인하실 수 있으실겁니다.{nl}*{#003399}[Episode11] 성장의 보석{/}은 우스카의 성장 지원 이벤트와 자라나라 나무나무 특별한 선물 이벤트에서 획득하실 수 있습니다.{nl}*신규 및 복귀 구원자님께는 상점에서 교환한 아이템을 {#003399}2배 지급{/} 해드립니다.	기사단장 우스카	
QUEST_20190802_011129	Vous ne pouvez pas combattre Dragon Boruta sans un Sceau d'Urbas.	우르바스 증표의 효과 없이 드래곤 보루타와 대적할 수 없습니다.				큐폴 카제	
QUEST_20190802_011130	{#003399}Astuce !{/}{nl}Vous devez participer aux GTW et réussir à prendre une place pour pouvoir participer.	{#003399}Tip!{/}{nl}콜로니전에 참여하여 한 곳 이상을 점령해야 참여 권한이 생깁니다.				큐폴 카제	
QUEST_20190802_011131	Vous ne pouvez pas combattre Dragon Boruta sans les membres de votre guilde.	길드원들과 함께하지 않아 드래곤 보루타와 대적할 수 없습니다.				큐폴 카제	
QUEST_20190802_011132	{#003399}Astuce !{/}{nl}Rejoignez une guilde et participez aux Guerres de territoire de guilde. Vous devez obtenir une{nl}place dans les GTW pour participer.	{#003399}Tip!{/}{nl}길드에 가입하여 콜로니전에서 승리하세요.{nl}콜로니전에 참여하여 한 곳 이상을 점령해야 참여 권한이 생깁니다.				큐폴 카제	
QUEST_20190802_011133	Impossible d'entrer dans le Repaire de Sulivinas.	슬리비나스 레어에 진입할 수 없습니다.				큐폴 카제	
QUEST_20190802_011134	Une structure installée par un membre de guilde.	길드원 중 누군가 설치한 구조물입니다.				구조물	
QUEST_20190802_011135	Vous pouvez retirer la structure.	해당 구조물을 설치 해제할 수 있습니다.				기능	
QUEST_20190802_011136	Vous pouvez retirer ou réparer la structure.	해당 구조물을 설치 해제하거나 수리할 수 있습니다.				기능	
QUEST_20190802_011138	Bienvenue ! J'ai déménagé ici parce que les clients se plaignaient sans cesse que j'étais difficile à{nl}joindre. Alors, de quoi avez-vous besoin ?	어서오시게! 사람들이 찾아오기 너무 어렵다하여 이 곳으로 이사했다네, 가끔 시끄럽다고 하지만 쯧, 조금은 이해해줬으면 좋으련만...{nl}그래 무슨 일로 왔는가?	QUEST_20180517_009641	Désolé que vous ayez eu à faire un si long chemin. Le reste de la ville peut devenir sacrément{nl}animé parfois, alors je me suis installé ici. Mais dites, que puis-je faire pour vous ?	여기까지 오느라 고생 많았네, 주위에서 시끄럽다고 아우성이라 어쩔 수 없이 이렇게 높은 곳에 지내게 되었네.{nl}그래, 무슨 일로 왔는가?	대장장이 테리아베리스	
QUEST_20190802_011139	Il peut trouver un moyen d'amplifier la puissance de votre équipement. Allez le voir, il saura{nl}quoi faire.	그 자라면 장비와 장비를 서로 묶어 장비의 능력을 크게 증폭시켜줄걸세.{nl}한 번 찾아가보게나.	QUEST_20180517_009648	Il peut trouver un moyen d'amplifier la puissance de votre équipement. Allez le voir, il saura{nl}quoi faire.	그라면 장비와 장비를 서로 묶어 장비의 능력을 크게 증폭시켜줄걸세.{nl}한 번 찾아가보게나.	대장장이 테리아베리스	
QUEST_20190802_011140	Vous pouvez maintenant entrer dans le mode Normal de Feud de gemmes. Voulez-vous entrer ?{nl}- À l'entrée, vous serez affecté à un camp au hasard et combattrez l'autre camp.{nl}{#FF0000}(Vous pourriez ne pas recevoir votre récompense si vous avez trop d'Insignes de mercenaire{nl}dans votre inventaire.){/}	자원 쟁탈전 일반 모드 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.{nl}{#FF0000}(인벤토리에 용병단 증표가 많아 보상 지급이 안될 수도 있습니다.){/}	QUEST_20190419_011034	Vous pouvez maintenant entrer dans la zone Feud de gemmes. Voulez-vous entrer ?{nl}- À l'entrée, vous serez affecté à un camp au hasard et combattrez l'autre camp.{nl}{#FF0000}(Vous pourriez ne pas recevoir votre récompense si vous avez trop d'Insignes de mercenaire{nl}dans votre inventaire.){/}	자원 쟁탈전 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.{nl}{#FF0000}(인벤토리에 용병단 증표가 많아 보상 지급이 안될 수도 있습니다.){/}	자원 쟁탈전 광산 입구	
QUEST_20190802_011141	Vous pouvez maintenant entrer dans le mode Normal de Feud de gemmes. Souhaitez-vous{nl}entrer ?{nl}- Notez que vous serez affecté à un camp au hasard, et que vous pourrez combattre le camp{nl}opposé (JcJ).	자원 쟁탈전 일반 모드 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.	QUEST_20190419_011035	Vous pouvez maintenant entrer dans la zone Feud de gemmes. Souhaitez-vous entrer ?{nl}- Notez que vous serez affecté à un camp au hasard, et que vous pourrez combattre le camp{nl}opposé (JcJ).	자원 쟁탈전 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.	자원 쟁탈전 광산 입구	
QUEST_20190802_011142	Vous pouvez maintenant entrer dans le mode Uniforme de Feud de gemmes. Voulez-vous{nl}entrer ?{nl}- À l'entrée, vous serez affecté à un camp au hasard et combattrez l'autre camp.{nl}{#FF0000}(Vous pourriez ne pas recevoir votre récompense si vous avez trop d'Insignes de mercenaire{nl}dans votre inventaire.){/}	자원 쟁탈전 유니폼 모드 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.{nl}{#FF0000}(인벤토리에 용병단 증표가 많아 보상 지급이 안될 수도 있습니다.){/}				자원 쟁탈전 광산 입구	
QUEST_20190802_011143	Vous pouvez maintenant entrer dans le mode Uniforme de Feud de gemmes. Souhaitez-vous{nl}entrer ?{nl}- Notez que vous serez affecté à un camp au hasard, et que vous pourrez combattre le camp{nl}opposé (JcJ).	자원 쟁탈전 유니폼 모드 출입이 허가되었습니다. 입장하시겠습니까?{nl}- 입장시 특정 세력에 가입되며 타세력과 전투가 가능합니다.				자원 쟁탈전 광산 입구	
QUEST_20190802_011144	Un champ de force entoure l'orbe juste au moment où le Skiaclipse a tenté de détruire l'orbe !{nl}Vainquez les sbires du Skiaclipse qui ont été invoqués près de l'orbe !	스키아클립스가 오브를 파괴하려고 하자, 오브가 방어막을 시전했습니다!{nl}오브 주변에 생성된 스키아클립스의 부하들을 처치하세요!	QUEST_20190611_011075	Le Skiaclipse a jeté un sort de destruction sur l'orbe ! Vainquez le monstre dont le nom apparaît{nl}sur l'orbe. Vainquez-en autant que possible.	스키아클립스가 오브에 파괴 주문을 걸었습니다!{nl}오브에 나타나는 이름의 몬스터를 최대한 많이 처치해주세요!	None	
QUEST_20190802_011145	Tombe du Corbeau blanc : Unique (niveau recommandé :{nl}400) Seuls vous et les membres de votre groupe pouvez entrer ensemble. Êtes-vous sûr de{nl}vouloir entrer ?	흰 까마귀의 영면지: 유니크(권장레벨:400)는 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				안내	
QUEST_20190802_011146	Tombe du Corbeau blanc : Légendaire (niveau recommandé: 420) Seuls vous et les membres de{nl}votre groupe pouvez entrer ensemble. Êtes-vous sûr de vouloir entrer ?	흰 까마귀의 영면지: 레전드(권장레벨:420)는 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?				안내	
QUEST_20190820_011147	 Les trois dirigeants de Nicopolis sont maintenant plus puissants que jamais. Leur avidité ne{nl}connaît aucune limite. Non contents de tenir Nicopolis, ils tentent d'influencer la vie du{nl}royaume au-delà de la ville. Le royaume et ses lois sont tout ce qui les sépare du pouvoir absolu.{nl}Les citoyens de Nicopolis seront plus enchaînés encore s'ils sont libérés des limites des lois du{nl}royaume. Par tous les moyens nécessaires, ils resserreront leur emprise sur Nicopolis. 	 니코폴리스를 지배하는 세 마법 통치자의 권력은 이제 정점에 도달했다. 그러나 그들의 욕심은 끝이 없다. 그들은 니코폴리스를 더 단단히 움켜잡기를 원하고 도시 밖 왕국의 삶에도 개입하고 싶어한다.{nl}이런 그들의 욕심을 방해하는 유일한 요소는 왕국과 그 법률이다. 그들이 왕국 법률에서 더 자유로울 수 있다면, 반대로 니코폴리스의 시민은 더 부자유스러워 질 것이다. 그들은 니코폴리스를 더욱 자신들의 입맛대로 하기 위해서라도 뭔가 일을 저지르고 말 것이다. 	QUEST_20190223_010717	 Les trois dirigeants de Nicopolis sont maintenant plus puissants que jamais. Leur avidité ne{nl}connaît aucune limite. Non contents de tenir Nicopolis, ils tentent d'influencer la vie dans le{nl}royaume au-delà de la ville. Le seul obstacle à leur avidité, c'est le royaume et ses lois. Plus ils{nl}s'affranchiront de la loi royale, moins les citoyens de Nicopolis seront libres. Pour plier{nl}davantage Nicopolis à leur goût, ils finiront bien par passer à l'acte. 	니코폴리스를 지배하는 세 마법 통치자의 권력은 이제 정점에 도달했다. 그러나 그들의 욕심은 끝이 없다. 그들은 니코폴리스를 더 단단히 움켜잡기를 원하고 도시 밖 왕국의 삶에도 개입하고 싶어한다.{nl}이런 그들의 욕심을 방해하는 유일한 요소는 왕국과 그 법률이다. 그들이 왕국 법률에서 더 자유로울 수 있다면, 반대로 니코폴리스의 시민은 더 부자유스러워 질 것이다. 그들은 니코폴리스를 더욱 자신들의 입맛대로 하기 위해서라도 뭔가 일을 저지르고 말 것이다. 	버려진 책	
